am_id,amenity,hotel_id
10225,"Fitness / spa changing rooms",1026273
10226,"Bar / lounge",1026273
10227,"Coffee shop",1026273
10228,Restaurant,1026273
10229,"Breakfast buffet",1026273
10230,"Breakfast in the room",1026273
10231,"Kid-friendly buffet",1026273
10232,"Kids' meals",1026273
10233,"Swimup bar",1026273
10234,"Poolside bar",1026273
10235,"Rooftop bar",1026273
10236,"Car hire",1026273
10237,"Taxi service",1026273
10238,"Business Centre with Internet Access",1026273
10239,"Conference facilities",1026273
10240,"Banquet room",1026273
10241,"Meeting rooms",1026273
10242,"Photo copier / fax In business centre",1026273
10243,"Rooftop terrace",1026273
10244,"24-hour security",1026273
10245,"Baggage storage",1026273
10246,Concierge,1026273
10247,"Currency exchange",1026273
10248,Newspaper,1026273
10249,"Butler service",1026273
10250,"First aid kit",1026273
10251,Umbrella,1026273
10252,"24-hour front desk",1026273
10253,"Express check-in / check-out",1026273
10254,"Dry cleaning",1026273
10255,"Laundry service",1026273
10256,"Ironing service",1026273
10257,Shoeshine,1026273
10258,"Allergy-free room",1026273
10259,"Blackout curtains",1026273
10260,"Air conditioning",1026273
10261,Desk,1026273
10262,Housekeeping,1026273
10263,Minibar,1026273
10264,"Cable / satellite TV",1026273
10265,"Bath / shower",1026273
10266,"Air purifier",1026273
10267,Bathrobes,1026273
10268,"Room service",1026273
10269,Safe,1026273
10270,Telephone,1026273
10271,"VIP room facilities",1026273
10272,"Wardrobe / wardrobe",1026273
10273,"Bottled water",1026273
10274,Iron,1026273
10275,"Wake-up service / alarm clock",1026273
10276,"Electric kettle",1026273
10277,"Flatscreen TV",1026273
10278,"Complimentary toiletries",1026273
10279,"Hair dryer",1026273
10280,"City view",1026273
10281,"Pool view",1026273
10282,"Bridal suite",1026273
10283,"Non-smoking rooms",1026273
10284,Suites,1026273
10285,"Family rooms",1026273
10286,"Smoking rooms available",1026273
10287,"Free parking",1027383
10288,"Free High Speed Internet (WiFi)",1027383
10289,"Free breakfast",1027383
10290,"Kids stay free",1027383
10291,"Children's television networks",1027383
10292,"Airport transportation",1027383
10293,"Business Centre with Internet Access",1027383
10294,"Conference facilities",1027383
10295,"Valet parking",1027383
10296,Wifi,1027383
10297,"Bar / lounge",1027383
10298,"Coffee shop",1027383
10299,Restaurant,1027383
10300,"Breakfast available",1027383
10301,"Breakfast buffet",1027383
10302,"Breakfast in the room",1027383
10303,"Complimentary tea",1027383
10304,"Happy hour",1027383
10305,"Kid-friendly buffet",1027383
10306,"Kids' meals",1027383
10307,"Wine / champagne",1027383
10308,"Highchairs available",1027383
10309,"Car hire",1027383
10310,"Banquet room",1027383
10311,"Meeting rooms",1027383
10312,"Photo copier / fax In business centre",1027383
10313,Spa,1027383
10314,"Facial treatments",1027383
10315,"Foot bath",1027383
10316,"Foot massage",1027383
10317,"Hand massage",1027383
10318,"Head massage",1027383
10319,"Makeup services",1027383
10320,Manicure,1027383
10321,Massage,1027383
10322,"Neck massage",1027383
10323,Pedicure,1027383
10324,Salon,1027383
10325,"Waxing services",1027383
10326,"24-hour security",1027383
10327,"Baggage storage",1027383
10328,Concierge,1027383
10329,"Currency exchange",1027383
10330,"First aid kit",1027383
10331,"24-hour check-in",1027383
10332,"24-hour front desk",1027383
10333,"Express check-in / check-out",1027383
10334,"Dry cleaning",1027383
10335,"Laundry service",1027383
10336,"Ironing service",1027383
10337,Shoeshine,1027383
10338,"Allergy-free room",1027383
10339,"Blackout curtains",1027383
10340,"Air conditioning",1027383
10341,Housekeeping,1027383
10342,"Coffee / tea maker",1027383
10343,"Cable / satellite TV",1027383
10344,"Sofa bed",1027383
10345,"Bath / shower",1027383
10346,"Soundproof rooms",1027383
10347,"Air purifier",1027383
10348,Bathrobes,1027383
10349,"Room service",1027383
10350,Safe,1027383
10351,"Seating area",1027383
10352,Sofa,1027383
10353,Telephone,1027383
10354,"VIP room facilities",1027383
10355,"Wardrobe / wardrobe",1027383
10356,"Bottled water",1027383
10357,"Clothes rack",1027383
10358,Iron,1027383
10359,"Laptop safe",1027383
10360,"Private bathrooms",1027383
10361,"Tile / marble floor",1027383
10362,"Wake-up service / alarm clock",1027383
10363,"Electric kettle",1027383
10364,"Flatscreen TV",1027383
10365,"Complimentary toiletries",1027383
10366,"Hair dryer",1027383
10367,"City view",1027383
10368,"Non-smoking rooms",1027383
10369,Suites,1027383
10370,"Smoking rooms available",1027383
10371,"Free parking",1043544
10372,"Free High Speed Internet (WiFi)",1043544
10373,Pool,1043544
10374,"Free breakfast",1043544
10375,Babysitting,1043544
10376,"Airport transportation",1043544
10377,"Business Centre with Internet Access",1043544
10378,"Conference facilities",1043544
10379,Parking,1043544
10380,Wifi,1043544
10381,"Hot bath",1043544
10382,"Rooftop pool",1043544
10383,"Outdoor pool",1043544
10384,"Bar / lounge",1043544
10385,Restaurant,1043544
10386,"Breakfast available",1043544
10387,"Breakfast buffet",1043544
10388,"Car hire",1043544
10389,"Taxi service",1043544
10390,"Banquet room",1043544
10391,"Meeting rooms",1043544
10392,"Rooftop terrace",1043544
10393,"24-hour security",1043544
10394,"Baggage storage",1043544
10395,Concierge,1043544
10396,Newspaper,1043544
10397,"Non-smoking hotel",1043544
10398,Doorperson,1043544
10399,"24-hour front desk",1043544
10400,"Dry cleaning",1043544
10401,"Laundry service",1043544
10402,"Ironing service",1043544
10403,Shoeshine,1043544
10404,"Air conditioning",1043544
10405,"Room service",1043544
10406,Safe,1043544
10407,"VIP room facilities",1043544
10408,"Flatscreen TV",1043544
10409,"Non-smoking rooms",1043544
10410,"Family rooms",1043544
10411,"Smoking rooms available",1043544
10412,"Free parking",1056079
10413,"Free internet",1056079
10414,Pool,1056079
10415,"Fitness Centre with Gym / Workout Room",1056079
10416,"Free breakfast",1056079
10417,"Evening entertainment",1056079
10418,"Table tennis",1056079
10419,"Kids pool",1056079
10420,"Car park",1056079
10421,Wifi,1056079
10422,"Paid wifi",1056079
10423,"Indoor pool",1056079
10424,"Outdoor pool",1056079
10425,"Bar / lounge",1056079
10426,Restaurant,1056079
10427,"Breakfast buffet",1056079
10428,"Complimentary Instant Coffee",1056079
10429,"Swimup bar",1056079
10430,"Poolside bar",1056079
10431,"Airport transportation",1056079
10432,"Car hire",1056079
10433,"Taxi service",1056079
10434,Spa,1056079
10435,"Couples massage",1056079
10436,"Facial treatments",1056079
10437,"Foot massage",1056079
10438,"Full body massage",1056079
10439,"Hand massage",1056079
10440,"Head massage",1056079
10441,Manicure,1056079
10442,Massage,1056079
10443,"Neck massage",1056079
10444,Pedicure,1056079
10445,Salon,1056079
10446,"Waxing services",1056079
10447,"24-hour security",1056079
10448,"BBQ facilities",1056079
10449,Concierge,1056079
10450,Newspaper,1056079
10451,"Outdoor furniture",1056079
10452,"Sun umbrellas",1056079
10453,"24-hour front desk",1056079
10454,"Dry cleaning",1056079
10455,"Laundry service",1056079
10456,"Air conditioning",1056079
10457,"Private balcony",1056079
10458,"Room service",1056079
10459,Safe,1056079
10460,"Seating area",1056079
10461,"Coffee / tea maker",1056079
10462,Minibar,1056079
10463,"Flatscreen TV",1056079
10464,Telephone,1056079
10465,"Wardrobe / wardrobe",1056079
10466,"Bottled water",1056079
10467,"Clothes rack",1056079
10468,"Wake-up service / alarm clock",1056079
10469,Refrigerator,1056079
10470,"Pool view",1056079
10471,"Non-smoking rooms",1056079
10472,"Family rooms",1056079
10473,"Free parking",1063974
10474,"Free internet",1063974
10475,Restaurant,1063974
10476,"Pets Allowed ( Dog / Pet Friendly )",1063974
10477,"Car hire",1063974
10478,"24-hour security",1063974
10479,"Baggage storage",1063974
10480,"24-hour front desk",1063974
10481,"Public wifi",1063974
10482,"Breakfast available",1063974
10483,"Breakfast buffet",1063974
10484,"Taxi service",1063974
10485,Concierge,1063974
10486,"Dry cleaning",1063974
10487,"Laundry service",1063974
10488,"Ironing service",1063974
10489,Housekeeping,1063974
10490,"Private balcony",1063974
10491,"Room service",1063974
10492,"Seating area",1063974
10493,"Flatscreen TV",1063974
10494,"Non-smoking rooms",1063974
10495,"Family rooms",1063974
10496,"Free parking",1092010
10497,"Free High Speed Internet (WiFi)",1092010
10498,Pool,1092010
10499,"Fitness Centre with Gym / Workout Room",1092010
10500,"Bar / lounge",1092010
10501,"Airport transportation",1092010
10502,"Business Centre with Internet Access",1092010
10503,"Conference facilities",1092010
10504,Wifi,1092010
10505,"Hot bath",1092010
10506,"Rooftop pool",1092010
10507,"Outdoor pool",1092010
10508,Restaurant,1092010
10509,"Breakfast buffet",1092010
10510,"Poolside bar",1092010
10511,"Rooftop bar",1092010
10512,"Car hire",1092010
10513,"Banquet room",1092010
10514,"Meeting rooms",1092010
10515,Spa,1092010
10516,Massage,1092010
10517,"Rooftop terrace",1092010
10518,"24-hour security",1092010
10519,Concierge,1092010
10520,"24-hour front desk",1092010
10521,"Dry cleaning",1092010
10522,"Laundry service",1092010
10523,"Air conditioning",1092010
10524,"Room service",1092010
10525,Safe,1092010
10526,Minibar,1092010
10527,"Flatscreen TV",1092010
10528,"Non-smoking rooms",1092010
10529,Suites,1092010
10530,"Smoking rooms available",1092010
10531,"Free parking",1135621
10532,"Free High Speed Internet (WiFi)",1135621
10533,Pool,1135621
10534,"Fitness Centre with Gym / Workout Room",1135621
10535,"Bar / lounge",1135621
10536,"Kids stay free",1135621
10537,Babysitting,1135621
10538,"Airport transportation",1135621
10539,"Valet parking",1135621
10540,Wifi,1135621
10541,"Paid internet",1135621
10542,"Hot bath",1135621
10543,"Pool / beach towels",1135621
10544,"Infinity pool",1135621
10545,"Outdoor pool",1135621
10546,"Fitness / spa changing rooms",1135621
10547,Sauna,1135621
10548,Restaurant,1135621
10549,"Breakfast available",1135621
10550,"Breakfast buffet",1135621
10551,"Breakfast in the room",1135621
10552,"Complimentary Instant Coffee",1135621
10553,"Kid-friendly buffet",1135621
10554,"Special diet menus",1135621
10555,"Car hire",1135621
10556,"Taxi service",1135621
10557,"Business Centre with Internet Access",1135621
10558,"Conference facilities",1135621
10559,"Banquet room",1135621
10560,"Meeting rooms",1135621
10561,Spa,1135621
10562,"Facial treatments",1135621
10563,Massage,1135621
10564,Salon,1135621
10565,"Steam room",1135621
10566,"24-hour security",1135621
10567,"Baggage storage",1135621
10568,Concierge,1135621
10569,"Currency exchange",1135621
10570,"Gift shop",1135621
10571,Newspaper,1135621
10572,Shops,1135621
10573,"Butler service",1135621
10574,Doorperson,1135621
10575,"24-hour front desk",1135621
10576,"Express check-in / check-out",1135621
10577,"Dry cleaning",1135621
10578,"Laundry service",1135621
10579,"Ironing service",1135621
10580,Shoeshine,1135621
10581,"Allergy-free room",1135621
10582,"Blackout curtains",1135621
10583,"Air conditioning",1135621
10584,Housekeeping,1135621
10585,"Interconnected rooms available",1135621
10586,"Room service",1135621
10587,Minibar,1135621
10588,"Flatscreen TV",1135621
10589,"Soundproof rooms",1135621
10590,Safe,1135621
10591,Telephone,1135621
10592,"VIP room facilities",1135621
10593,Iron,1135621
10594,Refrigerator,1135621
10595,"On-demand films",1135621
10596,"Non-smoking rooms",1135621
10597,Suites,1135621
10598,"Family rooms",1135621
10599,"Smoking rooms available",1135621
10600,"Free parking",1135630
10601,"Free High Speed Internet (WiFi)",1135630
10602,"Outdoor pool",1135630
10603,"Free breakfast",1135630
10604,"Children Activities (Kid / Family Friendly)",1135630
10605,"Car hire",1135630
10606,"Business Centre with Internet Access",1135630
10607,"Meeting rooms",1135630
10608,Parking,1135630
10609,Wifi,1135630
10610,"Coffee shop",1135630
10611,Restaurant,1135630
10612,"Breakfast buffet",1135630
10613,"Baggage storage",1135630
10614,"Currency exchange",1135630
10615,Newspaper,1135630
10616,"Non-smoking hotel",1135630
10617,"24-hour front desk",1135630
10618,"Dry cleaning",1135630
10619,"Laundry service",1135630
10620,"Air conditioning",1135630
10621,Desk,1135630
10622,"Room service",1135630
10623,Safe,1135630
10624,"Coffee / tea maker",1135630
10625,Minibar,1135630
10626,"Flatscreen TV",1135630
10627,"Complimentary toiletries",1135630
10628,Telephone,1135630
10629,Iron,1135630
10630,Refrigerator,1135630
10631,"Hair dryer",1135630
10632,"Free parking",1143145
10633,"Free High Speed Internet (WiFi)",1143145
10634,"Free breakfast",1143145
10635,"Airport transportation",1143145
10636,"Meeting rooms",1143145
10637,"24-hour security",1143145
10638,Newspaper,1143145
10639,"24-hour front desk",1143145
10640,Parking,1143145
10641,Wifi,1143145
10642,Restaurant,1143145
10643,"Breakfast buffet",1143145
10644,"Car hire",1143145
10645,"Taxi service",1143145
10646,"Non-smoking hotel",1143145
10647,"Express check-in / check-out",1143145
10648,"Dry cleaning",1143145
10649,"Laundry service",1143145
10650,"Air conditioning",1143145
10651,Desk,1143145
10652,Housekeeping,1143145
10653,"Room service",1143145
10654,"Coffee / tea maker",1143145
10655,Kitchenette,1143145
10656,"Flatscreen TV",1143145
10657,"Complimentary toiletries",1143145
10658,Safe,1143145
10659,"Seating area",1143145
10660,Telephone,1143145
10661,"Bottled water",1143145
10662,Iron,1143145
10663,"Wake-up service / alarm clock",1143145
10664,Microwave,1143145
10665,Refrigerator,1143145
10666,"Hair dryer",1143145
10667,"Non-smoking rooms",1143145
10668,Suites,1143145
10669,"Free parking",1143237
10670,"Free High Speed Internet (WiFi)",1143237
10671,Pool,1143237
10672,"Fitness Centre with Gym / Workout Room",1143237
10673,Restaurant,1143237
10674,Babysitting,1143237
10675,"Airport transportation",1143237
10676,"Business Centre with Internet Access",1143237
10677,"Secured parking",1143237
10678,Wifi,1143237
10679,"Rooftop pool",1143237
10680,"Outdoor pool",1143237
10681,"Breakfast available",1143237
10682,"Breakfast buffet",1143237
10683,"Car hire",1143237
10684,"Taxi service",1143237
10685,"Conference facilities",1143237
10686,"Banquet room",1143237
10687,"Meeting rooms",1143237
10688,Spa,1143237
10689,"Rooftop terrace",1143237
10690,"24-hour security",1143237
10691,"Baggage storage",1143237
10692,Concierge,1143237
10693,Newspaper,1143237
10694,Doorperson,1143237
10695,"24-hour front desk",1143237
10696,"Dry cleaning",1143237
10697,"Laundry service",1143237
10698,"Ironing service",1143237
10699,"Air conditioning",1143237
10700,"Room service",1143237
10701,Safe,1143237
10702,"VIP room facilities",1143237
10703,Minibar,1143237
10704,"Flatscreen TV",1143237
10705,"Non-smoking rooms",1143237
10706,Suites,1143237
10707,"Family rooms",1143237
10708,"Smoking rooms available",1143237
10709,"Free parking",1143845
10710,"Free High Speed Internet (WiFi)",1143845
10711,"Outdoor pool",1143845
10712,"Fitness Centre with Gym / Workout Room",1143845
10713,"Free breakfast",1143845
10714,"Airport transportation",1143845
10715,"Business Centre with Internet Access",1143845
10716,"24-hour security",1143845
10717,Parking,1143845
10718,Wifi,1143845
10719,"Coffee shop",1143845
10720,Restaurant,1143845
10721,"Breakfast available",1143845
10722,"Breakfast buffet",1143845
10723,"Car hire",1143845
10724,"Baggage storage",1143845
10725,"Currency exchange",1143845
10726,Newspaper,1143845
10727,"Non-smoking hotel",1143845
10728,Doorperson,1143845
10729,"Express check-in / check-out",1143845
10730,"Dry cleaning",1143845
10731,"Laundry service",1143845
10732,"Air conditioning",1143845
10733,Housekeeping,1143845
10734,"Room service",1143845
10735,Safe,1143845
10736,"Coffee / tea maker",1143845
10737,Minibar,1143845
10738,"Bath / shower",1143845
10739,"Complimentary toiletries",1143845
10740,"Seating area",1143845
10741,Sofa,1143845
10742,Telephone,1143845
10743,Refrigerator,1143845
10744,"Hair dryer",1143845
10745,"Non-smoking rooms",1143845
10746,Suites,1143845
10747,"Family rooms",1143845
10748,"Smoking rooms available",1143845
10749,"Free parking",1143993
10750,Wifi,1143993
10751,Pool,1143993
10752,"Free breakfast",1143993
10753,"Game room",1143993
10754,Darts,1143993
10755,"Children Activities (Kid / Family Friendly)",1143993
10756,"Pets Allowed ( Dog / Pet Friendly )",1143993
10757,Parking,1143993
10758,"Outdoor pool",1143993
10759,"Bar / lounge",1143993
10760,Restaurant,1143993
10761,"Breakfast available",1143993
10762,"Breakfast buffet",1143993
10763,"Evening entertainment",1143993
10764,Karaoke,1143993
10765,"Table tennis",1143993
10766,"Nightclub / DJ",1143993
10767,"Car hire",1143993
10768,"Taxi service",1143993
10769,"Conference facilities",1143993
10770,"Banquet room",1143993
10771,"Meeting rooms",1143993
10772,"24-hour security",1143993
10773,"BBQ facilities",1143993
10774,Concierge,1143993
10775,"Express check-in / check-out",1143993
10776,"Dry cleaning",1143993
10777,"Laundry service",1143993
10778,"Air conditioning",1143993
10779,Desk,1143993
10780,Housekeeping,1143993
10781,"Room service",1143993
10782,"Coffee / tea maker",1143993
10783,Minibar,1143993
10784,"Flatscreen TV",1143993
10785,"Bath / shower",1143993
10786,Telephone,1143993
10787,Refrigerator,1143993
10788,"Complimentary toiletries",1143993
10789,Suites,1143993
10790,"Family rooms",1143993
10791,"Free parking",1149721
10792,"Free High Speed Internet (WiFi)",1149721
10793,Pool,1149721
10794,"Fitness Centre with Gym / Workout Room",1149721
10795,"Free breakfast",1149721
10796,"Airport transportation",1149721
10797,"Business Centre with Internet Access",1149721
10798,"Conference facilities",1149721
10799,Parking,1149721
10800,Wifi,1149721
10801,"Outdoor pool",1149721
10802,"Fitness / spa changing rooms",1149721
10803,"Bar / lounge",1149721
10804,Restaurant,1149721
10805,"Breakfast available",1149721
10806,"Breakfast buffet",1149721
10807,"Car hire",1149721
10808,"Taxi service",1149721
10809,"Banquet room",1149721
10810,"Meeting rooms",1149721
10811,Spa,1149721
10812,Massage,1149721
10813,"24-hour security",1149721
10814,"Baggage storage",1149721
10815,Concierge,1149721
10816,Newspaper,1149721
10817,Doorperson,1149721
10818,"24-hour front desk",1149721
10819,"Dry cleaning",1149721
10820,"Laundry service",1149721
10821,"Ironing service",1149721
10822,"Room service",1149721
10823,Safe,1149721
10824,"Flatscreen TV",1149721
10825,"Non-smoking rooms",1149721
10826,Suites,1149721
10827,"Free parking",1149887
10828,"Free internet",1149887
10829,"Free breakfast",1149887
10830,"Business Centre with Internet Access",1149887
10831,"24-hour security",1149887
10832,Concierge,1149887
10833,"24-hour check-in",1149887
10834,"24-hour front desk",1149887
10835,Parking,1149887
10836,Wifi,1149887
10837,Restaurant,1149887
10838,"Rooftop bar",1149887
10839,"Breakfast available",1149887
10840,Newspaper,1149887
10841,"First aid kit",1149887
10842,"Laundry service",1149887
10843,"Blackout curtains",1149887
10844,"Air conditioning",1149887
10845,Desk,1149887
10846,Housekeeping,1149887
10847,"Room service",1149887
10848,"Cable / satellite TV",1149887
10849,"Bath / shower",1149887
10850,"Complimentary toiletries",1149887
10851,"Seating area",1149887
10852,"Bottled water",1149887
10853,"Wake-up service / alarm clock",1149887
10854,"City view",1149887
10855,"Non-smoking rooms",1149887
10856,Suites,1149887
10857,"Family rooms",1149887
10858,"Smoking rooms available",1149887
10859,"Free parking",1151547
10860,"Free High Speed Internet (WiFi)",1151547
10861,"Free breakfast",1151547
10862,"Bicycle rental",1151547
10863,"Airport transportation",1151547
10864,"Meeting rooms",1151547
10865,"Baggage storage",1151547
10866,Concierge,1151547
10867,"Secured parking",1151547
10868,Wifi,1151547
10869,"Breakfast available",1151547
10870,"Breakfast in the room",1151547
10871,"Car hire",1151547
10872,Newspaper,1151547
10873,"24-hour front desk",1151547
10874,"Laundry service",1151547
10875,"Ironing service",1151547
10876,Shoeshine,1151547
10877,"Air conditioning",1151547
10878,Housekeeping,1151547
10879,"Room service",1151547
10880,Safe,1151547
10881,"Bottled water",1151547
10882,"Non-smoking rooms",1151547
10883,Suites,1151547
10884,"Family rooms",1151547
10885,"Free parking",1151612
10886,"Free internet",1151612
10887,"Bar / lounge",1151612
10888,"Airport transportation",1151612
10889,"Business Centre with Internet Access",1151612
10890,"Banquet room",1151612
10891,"Baggage storage",1151612
10892,Newspaper,1151612
10893,Parking,1151612
10894,Wifi,1151612
10895,"Paid wifi",1151612
10896,"Coffee shop",1151612
10897,Restaurant,1151612
10898,"Meeting rooms",1151612
10899,"24-hour front desk",1151612
10900,"Laundry service",1151612
10901,"Self-serve laundry",1151612
10902,"Ironing service",1151612
10903,"Air conditioning",1151612
10904,Desk,1151612
10905,"Private balcony",1151612
10906,"Room service",1151612
10907,"Seating area",1151612
10908,"Coffee / tea maker",1151612
10909,"Bath / shower",1151612
10910,"Complimentary toiletries",1151612
10911,Telephone,1151612
10912,"Wake-up service / alarm clock",1151612
10913,"Family rooms",1151612
10914,"Free parking",1155585
10915,"Free High Speed Internet (WiFi)",1155585
10916,Pool,1155585
10917,"Fitness Centre with Gym / Workout Room",1155585
10918,"Free breakfast",1155585
10919,"Bicycle rental",1155585
10920,"Tennis court",1155585
10921,"Indoor play area for children",1155585
10922,Parking,1155585
10923,Wifi,1155585
10924,"Infinity pool",1155585
10925,"Outdoor pool",1155585
10926,Sauna,1155585
10927,"Bar / lounge",1155585
10928,Restaurant,1155585
10929,"Breakfast available",1155585
10930,"Breakfast buffet",1155585
10931,"Swimup bar",1155585
10932,"Poolside bar",1155585
10933,"Water park",1155585
10934,"Children Activities (Kid / Family Friendly)",1155585
10935,"Kids club",1155585
10936,"Airport transportation",1155585
10937,"Business Centre with Internet Access",1155585
10938,"Conference facilities",1155585
10939,"Banquet room",1155585
10940,"Meeting rooms",1155585
10941,Spa,1155585
10942,"Facial treatments",1155585
10943,Massage,1155585
10944,"Baggage storage",1155585
10945,Concierge,1155585
10946,"Butler service",1155585
10947,"Dry cleaning",1155585
10948,"Laundry service",1155585
10949,"Ironing service",1155585
10950,"Air conditioning",1155585
10951,"Private balcony",1155585
10952,"Room service",1155585
10953,Safe,1155585
10954,Kitchenette,1155585
10955,Minibar,1155585
10956,Refrigerator,1155585
10957,"Flatscreen TV",1155585
10958,"Non-smoking rooms",1155585
10959,Suites,1155585
10960,"Family rooms",1155585
10961,"Smoking rooms available",1155585
10962,"Valet parking",1155602
10963,"Free internet",1155602
10964,Pool,1155602
10965,"Fitness Centre with Gym / Workout Room",1155602
10966,"Bar / lounge",1155602
10967,Babysitting,1155602
10968,"Children Activities (Kid / Family Friendly)",1155602
10969,"Airport transportation",1155602
10970,Wifi,1155602
10971,"Paid wifi",1155602
10972,"Indoor pool",1155602
10973,"Outdoor pool",1155602
10974,"Heated pool",1155602
10975,Restaurant,1155602
10976,"Breakfast available",1155602
10977,"Breakfast buffet",1155602
10978,"Breakfast in the room",1155602
10979,"Special diet menus",1155602
10980,"Car hire",1155602
10981,"Taxi service",1155602
10982,"Business Centre with Internet Access",1155602
10983,"Conference facilities",1155602
10984,"Banquet room",1155602
10985,"Meeting rooms",1155602
10986,Spa,1155602
10987,Massage,1155602
10988,"24-hour security",1155602
10989,"Baggage storage",1155602
10990,Concierge,1155602
10991,"Currency exchange",1155602
10992,"Non-smoking hotel",1155602
10993,"Butler service",1155602
10994,Doorperson,1155602
10995,"24-hour front desk",1155602
10996,"Express check-in / check-out",1155602
10997,"Dry cleaning",1155602
10998,"Laundry service",1155602
10999,"Ironing service",1155602
11000,"Allergy-free room",1155602
11001,"Blackout curtains",1155602
11002,"Air conditioning",1155602
11003,Housekeeping,1155602
11004,"Room service",1155602
11005,Safe,1155602
11006,Minibar,1155602
11007,"Flatscreen TV",1155602
11008,"Soundproof rooms",1155602
11009,Telephone,1155602
11010,"Bottled water",1155602
11011,Refrigerator,1155602
11012,"Non-smoking rooms",1155602
11013,Suites,1155602
11014,"Family rooms",1155602
11015,"Smoking rooms available",1155602
11016,"Free parking",1156441
11017,"Free internet",1156441
11018,"Bar / lounge",1156441
11019,"Pets Allowed ( Dog / Pet Friendly )",1156441
11020,"Airport transportation",1156441
11021,"Meeting rooms",1156441
11022,"Baggage storage",1156441
11023,Concierge,1156441
11024,"Public wifi",1156441
11025,"Paid wifi",1156441
11026,"Breakfast in the room",1156441
11027,"Snack bar",1156441
11028,"Vending machine",1156441
11029,"Car hire",1156441
11030,Newspaper,1156441
11031,"Non-smoking hotel",1156441
11032,"ATM on site",1156441
11033,"24-hour front desk",1156441
11034,"Private check-in / check-out",1156441
11035,"Dry cleaning",1156441
11036,"Laundry service",1156441
11037,"Ironing service",1156441
11038,"Air conditioning",1156441
11039,Housekeeping,1156441
11040,"Room service",1156441
11041,"Non-smoking rooms",1156441
11042,"Family rooms",1156441
11043,"Smoking rooms available",1156441
11044,"Free parking",1157320
11045,"Free High Speed Internet (WiFi)",1157320
11046,"Bar / lounge",1157320
11047,"Car hire",1157320
11048,"24-hour security",1157320
11049,Newspaper,1157320
11050,"24-hour front desk",1157320
11051,"Laundry service",1157320
11052,"Secured parking",1157320
11053,Wifi,1157320
11054,Restaurant,1157320
11055,"Non-smoking hotel",1157320
11056,Desk,1157320
11057,"Room service",1157320
11058,Telephone,1157320
11059,"Wake-up service / alarm clock",1157320
11060,"Bath / shower",1157320
11061,"Complimentary toiletries",1157320
11062,"Non-smoking rooms",1157320
11063,"Family rooms",1157320
11064,"Free parking",1157327
11065,Internet,1157327
11066,Restaurant,1157327
11067,"Car hire",1157327
11068,"24-hour security",1157327
11069,Concierge,1157327
11070,"24-hour front desk",1157327
11071,"Blackout curtains",1157327
11072,"Room service",1157327
11073,Safe,1157327
11074,"Seating area",1157327
11075,"Complimentary toiletries",1157327
11076,"Free parking",1164749
11077,"Free High Speed Internet (WiFi)",1164749
11078,Pool,1164749
11079,"Fitness Centre with Gym / Workout Room",1164749
11080,"Bar / lounge",1164749
11081,"Nightclub / DJ",1164749
11082,"Kids stay free",1164749
11083,Babysitting,1164749
11084,"Valet parking",1164749
11085,Wifi,1164749
11086,"Rooftop pool",1164749
11087,"Outdoor pool",1164749
11088,"Fitness / spa changing rooms",1164749
11089,"Coffee shop",1164749
11090,Restaurant,1164749
11091,"Breakfast buffet",1164749
11092,"Poolside bar",1164749
11093,"Rooftop bar",1164749
11094,"Highchairs available",1164749
11095,"Airport transportation",1164749
11096,"Car hire",1164749
11097,"Taxi service",1164749
11098,"Business Centre with Internet Access",1164749
11099,"Conference facilities",1164749
11100,"Banquet room",1164749
11101,"Meeting rooms",1164749
11102,Spa,1164749
11103,Massage,1164749
11104,"Rooftop terrace",1164749
11105,"24-hour security",1164749
11106,"Baggage storage",1164749
11107,Concierge,1164749
11108,"Butler service",1164749
11109,Doorperson,1164749
11110,"24-hour front desk",1164749
11111,"Dry cleaning",1164749
11112,"Laundry service",1164749
11113,"Ironing service",1164749
11114,"Air conditioning",1164749
11115,Housekeeping,1164749
11116,"Room service",1164749
11117,Safe,1164749
11118,Iron,1164749
11119,Minibar,1164749
11120,"Flatscreen TV",1164749
11121,"City view",1164749
11122,"Non-smoking rooms",1164749
11123,Suites,1164749
11124,"Family rooms",1164749
11125,"Smoking rooms available",1164749
11126,"Free parking",1170606
11127,"Free High Speed Internet (WiFi)",1170606
11128,Pool,1170606
11129,"Fitness Centre with Gym / Workout Room",1170606
11130,"Free breakfast",1170606
11131,"Kids stay free",1170606
11132,"Airport transportation",1170606
11133,"Business Centre with Internet Access",1170606
11134,"Valet parking",1170606
11135,Wifi,1170606
11136,"Rooftop pool",1170606
11137,"Outdoor pool",1170606
11138,"Fitness / spa changing rooms",1170606
11139,"Bar / lounge",1170606
11140,Restaurant,1170606
11141,"Breakfast available",1170606
11142,"Breakfast buffet",1170606
11143,"Breakfast in the room",1170606
11144,"Rooftop bar",1170606
11145,"Car hire",1170606
11146,"Taxi service",1170606
11147,"Conference facilities",1170606
11148,"Banquet room",1170606
11149,"Meeting rooms",1170606
11150,Spa,1170606
11151,"Rooftop terrace",1170606
11152,"24-hour security",1170606
11153,"Baggage storage",1170606
11154,Concierge,1170606
11155,"Currency exchange",1170606
11156,Newspaper,1170606
11157,"Butler service",1170606
11158,Doorperson,1170606
11159,"First aid kit",1170606
11160,"24-hour front desk",1170606
11161,"Express check-in / check-out",1170606
11162,"Dry cleaning",1170606
11163,"Laundry service",1170606
